"grp","wbeing","cohes","lead","hrs"
"13",3.1111111111,3.375,3,12
"13",3.7222222222,3,3.5,12
"13",3.8333333333,2.875,3.0909090909,12
"13",1.2777777778,2.75,2.1,12
"13",4.3888888889,3.75,2,9
"13",2.8333333333,3.25,3.2727272727,12
"13",1.7222222222,1.375,1,13
"13",3.9444444444,3.375,3,8
"13",2.3888888889,2,3.2,12
"13",2.1666666667,2.25,2.4545454545,8
"13",3.2777777778,3.875,2.9,11
"13",3,3,3,12
"13",2.6111111111,3.375,3.2727272727,10
"13",2.1666666667,3.375,1.9090909091,12
"13",3.0555555556,2.625,2.7272727273,12
"13",4.2777777778,3,3,12
"13",1.3888888889,2,1.5454545455,11
"13",4.1666666667,1.875,2.8181818182,10
"13",2.2777777778,1.875,2.2727272727,12
"13",3.25,2.5,3,11
"13",3.5555555556,2.625,3,16
"13",2.5555555556,2.75,2.4545454545,8
"13",2.6111111111,2.125,1.3636363636,20
"13",2.1111111111,3.125,1,11
"13",3.2777777778,3.2857142857,3.5454545455,11
"13",4.3333333333,2.375,1.5454545455,18
"13",3.2777777778,2.625,2.8181818182,12
"13",4.1666666667,3.625,3.3333333333,11
"13",3.5,3,3,11
"13",2.8888888889,2.25,3.3636363636,12
"13",2,1.625,3,9
"13",2.7777777778,1.75,3,12
"13",4.2222222222,3.25,2,14
"13",1.8888888889,2.375,2.2727272727,12
"13",1.3333333333,2.125,2.0909090909,9
"13",3.0555555556,2.375,2.7272727273,12
"13",2.8333333333,1.875,3.0909090909,11
"13",3.5555555556,3,3.8181818182,11
"13",2.2777777778,3,2.0909090909,10
"13",4.2222222222,3.25,3.0909090909,15
"13",2.6111111111,2.625,2.6666666667,10
"13",2.5,3,2.6666666667,9
"13",3.6111111111,2.875,3.1818181818,10
"13",2,2.75,2.8181818182,8
"13",1.2777777778,1.1428571429,2.0909090909,8
"13",3.2222222222,2.375,1.8181818182,12
"13",2.3888888889,1.375,2.0909090909,12
"13",2.2777777778,2.625,3,9
"13",2.5,3.375,3.6363636364,11
"13",3.6666666667,2,3.5,14
"13",0.7777777778,1.5,1,8
"13",3.9444444444,2.75,3.0909090909,10
"13",3.4444444444,3.5,3.5,10
"13",3,2.5,2.8181818182,14
"13",1.3888888889,2.875,2.9090909091,12
"13",4,3.25,3.4545454545,9
"13",2.2777777778,2,2.3333333333,9
"13",4.1666666667,3.25,3.1818181818,9
"13",3.3333333333,1.5,4.5,8
"13",2.2777777778,3,3.2727272727,8
"13",3.3333333333,3.5,3.0909090909,10
"13",2.5555555556,2.75,2.8181818182,11
"13",2.2777777778,3.5,3.6363636364,8
"13",3,3,2.5555555556,13
"13",2.3888888889,3.375,2.5454545455,10
"13",2.1111111111,2.5,3.1666666667,16
"13",1.6666666667,4,3.9090909091,13
"13",3.7777777778,2.625,3.4545454545,9
"13",3,1.875,2.5454545455,10
"13",4.1666666667,3.125,2.1818181818,10
"13",2.3888888889,2.375,2.5454545455,12
"13",3.1111111111,3.25,4.1818181818,9
"13",3.0555555556,3.5,2.3636363636,12
"13",2.8888888889,3.125,2,9
"14",1.7222222222,2.875,2.6363636364,12
"14",2.3888888889,3.625,2.3636363636,12
"14",4.0555555556,5,4.1666666667,12
"14",3.0555555556,4.5,1.1818181818,12
"14",2.6666666667,4.625,4.5454545455,24
"14",2.1666666667,5,3.3333333333,12
"14",3.5555555556,3,3.6666666667,12
"14",3.7777777778,2.875,3.3636363636,13
"14",3.0555555556,2.875,2.2727272727,12
"14",2.3888888889,2.375,2.6363636364,13
"14",3.7222222222,2.625,3.5454545455,12
"14",2.5555555556,3.5,2.6363636364,12
"14",2.8888888889,2.625,2.8181818182,12
"14",2.3888888889,4.125,2.0909090909,14
"14",2.9444444444,3.625,2.8181818182,14
"14",3.9444444444,3.625,3.5454545455,12
"14",3.3333333333,5,4.6363636364,12
"14",2.2777777778,4,3.7272727273,12
"14",2.5,3.75,3.0909090909,12
"14",2.9411764706,3.625,3.7272727273,13
"14",3.2777777778,2.625,3.2727272727,13
"14",4.7777777778,4,4.6363636364,12
"14",2.6666666667,3.25,3.6363636364,12
"14",2.7222222222,4.25,3.9090909091,12
"14",3.1666666667,4.25,4,11
"14",3,2,2.6666666667,13
"14",2.9444444444,2,4.3333333333,12
"14",3.3888888889,1,3.8333333333,13
"14",4.2222222222,1,4,12
"14",2.1111111111,2,2,12
"14",3.2222222222,2.625,3.2727272727,14
"14",3.2777777778,4,2.8181818182,13
"14",2.8333333333,4.125,4,12
"14",2.2222222222,3.75,3.4545454545,14
"14",3.2777777778,4.5,4.3636363636,13
"14",2.8333333333,3.125,2.1818181818,12
"14",1.8333333333,3.1428571429,3.8181818182,10
"14",2.4444444444,3,3.6666666667,12
"14",3.1111111111,3.75,3,15
"14",3.6111111111,3.75,3.7272727273,12
"14",2.4444444444,2.875,2.2727272727,14
"14",4.4444444444,4.625,4.1818181818,12
"14",3.1111111111,2.75,2.5555555556,13
"14",3.6111111111,3.5,3.9090909091,12
"14",3.6111111111,3.375,3.0909090909,12
"14",2.8333333333,4.5,4.5454545455,12
"14",2.4444444444,3.5,3.2727272727,10
"14",3,3.5,3.6363636364,11
"14",1.2777777778,2.125,2.7272727273,11
"14",1.7222222222,4.375,3,12
"14",3.2222222222,4,3.7272727273,12
"14",3.3888888889,3.75,3.6363636364,12
"14",2,2.5,4.2727272727,16
"14",2.2222222222,3.75,3.3636363636,12
"14",3.7222222222,3.75,3.8181818182,12
"14",1.6153846154,3,3.1818181818,12
"14",3.3333333333,3.75,3.6363636364,13
"14",2.8888888889,4.125,3.6363636364,11
"14",1.7222222222,3.75,2.8181818182,13
"14",2.3888888889,2.75,2.2727272727,12
"14",2.4444444444,3.75,3.3636363636,12
"14",1.1666666667,3.625,3.4545454545,12
"14",3,3.375,3.5454545455,12
"14",3.7777777778,3.125,2.4545454545,12
"14",4.5555555556,5,5,12
"14",3.0555555556,2.625,2.6363636364,12
"14",3,3.25,2.8181818182,10
"14",2.3333333333,3.75,3.6363636364,12
"14",1.6666666667,2.75,2.1818181818,13
"14",2.3888888889,3.5,3,12
"14",2,2.25,3.3636363636,12
"14",0.8888888889,3.75,3.8181818182,9
"14",3.5,4.5,4.1818181818,12
"14",3.4444444444,4.125,3.6363636364,12
"14",3.7777777778,3.5,4,9
"14",2.7777777778,2.75,3,12
"14",3.2222222222,3.875,3.7272727273,9
"14",0.7222222222,2,2.0909090909,14
"14",4.2222222222,4.5,5,14
"14",3.2777777778,3.875,3.8181818182,13
"14",2.9444444444,4.625,3.5454545455,12
"14",3.3333333333,2.875,2.9090909091,12
"14",2.6666666667,3.875,1.5454545455,10
"14",2.4444444444,3.125,3,13
"14",2.3333333333,3.875,2.7272727273,11
"14",0.7222222222,4,3.2727272727,12
"14",3.2777777778,3.75,3.6363636364,11
"14",1.5,3.375,1.5454545455,16
"14",1.4444444444,3.5,3.1818181818,12
"14",2.0555555556,5,4.7272727273,11
"14",4.1666666667,3.5,3.9090909091,11
"14",1.4444444444,3,2.8333333333,12
"14",2.0588235294,2,2.5,12
"14",3.6666666667,3.625,3.6363636364,9
"15",3.4444444444,2.75,3.6363636364,12
"15",2.7777777778,2.25,2.3636363636,12
"15",4.1111111111,3.125,2.6363636364,15
"15",3.3888888889,3.875,3.3636363636,14
"15",1.4117647059,1.25,2.6363636364,17
"15",2.4444444444,3.25,3.1818181818,10
"15",1.6111111111,2.5,1.1666666667,14
"15",3.0555555556,3.75,2.0909090909,12
"15",3.7222222222,3.625,3.3636363636,15
"15",3.5,3.75,2.5454545455,17
"15",0.8888888889,4.75,3.7272727273,14
"15",2.6666666667,3.375,3.4545454545,12
"15",3.8333333333,3.25,2.2727272727,14
"15",3.5,3.875,2.5454545455,14
"15",1.4444444444,2.5,2.6666666667,15
"15",4.0555555556,3.625,2.0909090909,13
"15",0.3888888889,1.125,1.8181818182,11
"15",2.8333333333,3.25,1.5454545455,14
"15",3.1875,3.5,3,13
"15",2.5555555556,3.625,1.4545454545,14
"15",2.3888888889,3,3,13
"15",2.9444444444,3.5,3.4545454545,13
"15",2.9444444444,3.5,2.6363636364,10
"15",2.3333333333,3.25,2.1818181818,13
"15",1.9444444444,3,2.8181818182,12
"15",0.7777777778,1.375,2,12
"15",2.6111111111,1.25,1.8181818182,8
"15",1.7777777778,1.625,1.4545454545,13
"15",3.1111111111,4.375,3.5454545455,14
"15",3.2777777778,4,3.7272727273,13
"15",3.5555555556,2.875,2.1818181818,12
"15",3.3333333333,2.25,1.4545454545,10
"15",2.4444444444,1.75,2.5454545455,13
"15",2.6111111111,3.5,2.7272727273,12
"15",3.0625,2.7142857143,2.4545454545,10
"15",2.4117647059,1.875,1.4545454545,14
"15",2.8333333333,4.125,2.4545454545,12
"15",2.2777777778,4,1.8333333333,15
"15",2.2777777778,2.25,2,12
"15",1.7222222222,3,2.9090909091,12
"15",3.8888888889,2.875,3.0909090909,12
"15",1.6111111111,3.375,3.7272727273,12
"15",3.6666666667,3.25,3.3636363636,10
"15",3.7777777778,3.375,3.4,10
"15",3.7777777778,3.75,3.3636363636,12
"15",4,3.75,2.8181818182,13
"15",2.3333333333,3.75,3.0909090909,12
"15",2.6111111111,4.375,2.6363636364,9
"15",2.6111111111,3.25,2.2727272727,9
"15",3.2777777778,3.25,3.4545454545,19
"15",2.4444444444,3.75,3.1818181818,16
"15",1.8888888889,2,2.1818181818,15
"15",2.2777777778,2.875,1.9090909091,15
"15",2.0555555556,3.875,3.1818181818,14
"15",2.6470588235,3.25,3.6,10
"15",3.1764705882,3.625,4,8
"15",2.6111111111,2.8333333333,2.9090909091,10
"15",1.9444444444,2.5,1.6363636364,12
"15",1.8333333333,2.25,1.7272727273,12
"15",1.6111111111,3.125,1.9090909091,11
"15",1.0555555556,2.875,3.2727272727,18
"15",1.8333333333,3.5,3.6666666667,11
"15",3.2222222222,2.25,3,12
"15",2.1111111111,3.875,2.2727272727,13
"15",2,3,2.3333333333,18
"15",2.5,2.625,2.0909090909,14
"15",0.8333333333,2.75,1.7272727273,15
"15",2.7222222222,2,2,16
"15",2.7222222222,1.875,2.8181818182,14
"15",2.4444444444,4,3.2727272727,16
"15",2,3.375,3.0909090909,14
"15",2.1666666667,1,2.8333333333,15
"15",2.5,3.5,3.2,9
"15",3.1666666667,3,2.6666666667,12
"15",5,5,4.8,10
"15",4.2222222222,1.5,1,15
"15",4.5555555556,3.875,2.9,14
"15",1.5555555556,4.5,3,14
"15",1.8888888889,2,2.8181818182,10
"15",2.7777777778,3.875,2.7272727273,14
"15",1.0555555556,2,2,17
"16",3.5555555556,2.625,3,9
"16",2.8333333333,2.5,3.7272727273,8
"16",4.2222222222,4.25,4,8
"16",4.1111111111,4.5,5,11
"16",2.5,2.125,3.1818181818,11
"16",3.1111111111,1.5,3.3333333333,12
"16",3.5,4,4.1666666667,14
"16",3.3888888889,1.5,3,11
"16",4.3333333333,2.125,3,12
"16",2.1666666667,4.75,3.3636363636,10
"16",3.8333333333,4.125,3.4545454545,9
"16",4,3.75,4.1818181818,11
"16",3.2666666667,4,4.2727272727,8
"16",3.3529411765,3.5714285714,3.5555555556,8
"16",4.7777777778,5,4.6666666667,10
"16",3.6666666667,4.375,4.7272727273,7
"16",2.5,3.625,3.9090909091,9
"16",3,4.125,3.9090909091,8
"16",1.4444444444,2.5,2.5454545455,12
"16",2.8888888889,3.625,3.8181818182,12
"16",3.7777777778,3.5,3.6666666667,11
"16",3,2,2,12
"16",4.1111111111,4,4.3333333333,10
"16",4.0555555556,4.625,4.5454545455,8
"16",3.3888888889,4.375,3.4545454545,8
"16",3.0555555556,2.375,2.6363636364,14
"16",2.3333333333,5,5,11
"16",3,3,3.1666666667,9
"16",4,4.625,4.3636363636,8
"16",0.6111111111,2.5,3.6363636364,9
"16",4.4705882353,3.875,3.5454545455,8
"16",1.2222222222,3,3.5,9
"16",2.7222222222,4.75,3.1818181818,9
"16",4.0555555556,4.75,5,12
"16",2.7222222222,3.5,4.1666666667,12
"16",3.8333333333,3.5,4.1666666667,11
"16",3.5555555556,4,3.6666666667,12
"16",3.7222222222,3.875,3.2727272727,11
"16",2.3888888889,3,3.1818181818,8
"16",0.7777777778,4,4.5,11
"16",4,2,3.5,12
"16",2.9444444444,3.75,4,11
"16",2.6111111111,4,3.3636363636,11
"16",3.4444444444,4.875,5,8
"16",4.2222222222,3.5,4.3333333333,10
"16",3.8333333333,3.3333333333,3.8333333333,8
"17",1.8888888889,4,3,12
"17",2.5,3.625,3.3636363636,10
"17",2.5555555556,4,3.3333333333,8
"17",3.5,2.875,2.9090909091,12
"17",3.8333333333,1.75,2.4545454545,12
"17",2.3333333333,2.125,2.4545454545,11
"17",2.7222222222,3.25,2.1818181818,9
"17",3.8333333333,3.5,3.4545454545,12
"17",3.6111111111,3.5,3.1818181818,12
"17",2,1.375,1.4545454545,11
"17",3.5,3.5,3.8181818182,12
"17",0.5,1.5,1.7272727273,11
"17",3.3888888889,3.375,2.7272727273,11
"17",2.0555555556,2.75,2.3636363636,12
"17",3.0555555556,2.2857142857,2.5454545455,10
"17",3.0555555556,3.875,3.7272727273,14
"17",2.9444444444,5,1.3636363636,12
"17",2.7222222222,4,4.1818181818,12
"17",4.1111111111,4.125,4.3636363636,10
"17",3.9444444444,3.25,3.3636363636,12
"17",3.2222222222,3.5,3.5454545455,10
"17",1.6666666667,2,3.8333333333,9
"17",4.6111111111,3.375,3.5,11
"17",2,2.125,3,10
"17",3.4444444444,3.5,3.2,9
"17",1.8888888889,3.25,2.4545454545,9
"17",3.1111111111,3.5,3.5454545455,11
"17",3.1666666667,4.375,4.0909090909,12
"17",1.2777777778,1.875,3.2727272727,9
"17",3.9444444444,3.625,3.6363636364,12
"17",3,2.75,3.2727272727,11
"17",3.2777777778,3.5,3.8181818182,12
"17",4.2777777778,4.875,4,11
"17",3,2,3.5,12
"17",1.7222222222,3.625,1.4,10
"17",3.2222222222,3.875,2.9090909091,11
"17",2.5555555556,3.875,2.5454545455,12
"17",3.8333333333,3.75,3.9090909091,9
"17",1.7777777778,3.75,3.1818181818,12
"17",4.1111111111,4.375,4.5454545455,12
"17",2.6111111111,5,3.6666666667,9
"17",3.3333333333,4.5,3.6666666667,12
"17",2.5555555556,2.5,2.6666666667,11
"17",2.8333333333,2.125,2.7272727273,11
"17",3.2222222222,3,2.9090909091,11
"17",3.2777777778,3,3,12
"17",3.1666666667,3.25,3,12
"17",1.5,3.25,3.4545454545,11
"17",3.3888888889,3.5,3.5,5
"17",4,4.25,4.3333333333,8
"17",0.7222222222,3.125,2.9090909091,12
"17",4.0555555556,4,3.5454545455,12
"17",3.7777777778,2.5,3.4545454545,12
"17",1.9444444444,2.5,3.3636363636,14
"17",3.7222222222,3.625,3.3636363636,10
"17",3.8888888889,4,4,14
"17",3.5555555556,2.5,3.8333333333,12
"17",3.5555555556,3.6666666667,3,8
"17",2.4444444444,3.125,3,12
"17",3.6111111111,3.5,3,11
"17",3.4444444444,4.25,3.8181818182,11
"17",2.5,2.875,2.6363636364,11
"17",1.1666666667,3.25,1.7272727273,11
"17",2.5555555556,2.625,2.3636363636,10
"17",4.6111111111,3.625,3.9090909091,11
"17",2.3888888889,3.25,3.2727272727,12
"17",3.3888888889,4.5,4.2727272727,10
"17",3.2222222222,3.75,3.6363636364,12
"17",3.3333333333,3.875,2.4545454545,10
"17",3.2777777778,2.875,3.3636363636,11
"17",3.6666666667,5,3.6666666667,10
"17",2.9444444444,5,3.9090909091,12
"17",3.5,3.875,3.6363636364,9
"17",1.6111111111,2.75,2.9090909091,10
"17",1.6666666667,1.875,1.2727272727,13
"17",3.8888888889,3.6666666667,3.6666666667,10
"17",0.3333333333,4,3.5,14
"17",2.6111111111,3,2.3636363636,13
"17",2.0555555556,3.625,2.2727272727,13
"17",2.8333333333,2.625,3.1818181818,12
"17",3.4444444444,2.75,2.4545454545,12
"17",2.7777777778,3.25,2.9090909091,9
"17",3.6111111111,4.25,3.7,10
"17",3.0555555556,4.125,3.7272727273,11
"17",2.5,3.75,3,12
"17",2.9444444444,3.875,3.9090909091,10
"17",3.7777777778,3.125,3.0909090909,12
"17",2.7777777778,3.375,2.9090909091,18
"17",3.6666666667,2.5,2.6666666667,12
"17",1.9444444444,5,2.1666666667,12
"17",1.8888888889,3,3.3333333333,10
"17",3.1111111111,5,4,13
"17",4.3888888889,3.75,3.5454545455,11
"17",3,5,4,14
"17",4.8888888889,4.5,4,14
"18",1.1111111111,4,2.7272727273,12
"18",3.1666666667,3.125,3.4545454545,12
"18",3,3.375,2.9090909091,10
"18",2.8888888889,3.625,2.7272727273,11
"18",2.1666666667,3.5,3,12
"18",3.4705882353,4.5,3.3636363636,10
"18",3.5,2.5,3.7272727273,10
"18",2.1111111111,2.125,1.9090909091,12
"18",2.7777777778,3.875,2.5454545455,12
"18",3.6111111111,3.875,4,8
"18",2.2222222222,3.5,3,8
"18",2.9444444444,3.625,3.5454545455,11
"18",3.1111111111,3.75,3.7272727273,10
"18",2.1666666667,3.625,3,11
"18",3.1111111111,3.5,3.2727272727,11
"18",2.8235294118,3,3.2727272727,12
"18",1.8888888889,3.25,2.7272727273,11
"18",4.1666666667,2.625,3.7272727273,12
"18",1.8333333333,3.5,2.8181818182,11
"18",2.5,4.25,4.3,11
"18",2.7222222222,3.375,3.3636363636,11
"18",2.7222222222,3,2.6363636364,12
"18",2.4444444444,2.375,3.4545454545,10
"18",2.0555555556,3,3.5454545455,11
"18",2.8333333333,3.5,4.0909090909,11
"18",0.8333333333,3.25,2.9090909091,13
"18",2.3333333333,3,3,12
"18",1.7777777778,2.875,3.2727272727,12
"18",3.1666666667,1.625,1.8181818182,11
"18",2.1111111111,2.375,2.5454545455,11
"18",3.3333333333,2.875,3.1818181818,12
"18",3.6111111111,4,4,12
"18",3.1111111111,3.375,3.9090909091,10
"18",2.4444444444,4.5,4.3636363636,12
"18",2.7777777778,2.5,2.4545454545,12
"18",3.7777777778,1.625,2.3636363636,14
"18",2.5555555556,4.75,4.6363636364,15
"18",3.5,3.625,3.9090909091,12
"18",2.5,3.25,3.3636363636,11
"18",1.8333333333,2.875,3.3636363636,15
"18",1.5,3,2.3636363636,13
"18",2.7222222222,2.875,3.1818181818,12
"18",1.1111111111,3.375,2.5454545455,13
"18",2,3.875,2.0909090909,14
"18",2.2222222222,3.5,3.3333333333,14
"18",3.0555555556,3.375,3.7272727273,10
"18",1.3888888889,2.625,2.4545454545,12
"18",2,2.125,1.8181818182,13
"18",3.2777777778,3.5,3.5454545455,12
"18",2.4444444444,2.5,2.7272727273,13
"18",1.3888888889,3,3.6666666667,13
"18",1.6666666667,2.625,2.4545454545,14
"18",1.3888888889,1,1.1818181818,10
"18",2.8888888889,1.5,2.6363636364,12
"18",2.1666666667,2,2.8333333333,15
"18",2.4444444444,2.75,3.3636363636,8
"18",2.0555555556,3.125,3,11
"18",1.6111111111,2.375,2.6363636364,11
"18",2.9444444444,4.125,3.2727272727,11
"18",2.7222222222,3.5,3.0909090909,11
"18",3.0555555556,3,3.2727272727,11
"18",2.5,4.125,3.2727272727,14
"18",2.7222222222,4,3.8333333333,10
"18",3.1666666667,3,3.3333333333,13
"18",4.7222222222,2.125,4.2727272727,10
"18",2.5,2.75,3.4545454545,11
"18",4.0555555556,4,3.1666666667,14
"18",3.5,2.5,2.8333333333,15
"18",3.2777777778,4,3.8333333333,12
"18",2.9444444444,3.125,3.5454545455,12
"18",2.5555555556,3.875,3.4545454545,10
"18",3.5882352941,3,3.5,12
"18",1.0555555556,2.5,3,10
"18",2.3333333333,3.625,3.3636363636,12
"18",2.1666666667,3.625,2.9090909091,10
"18",3.2777777778,2.1428571429,3,10
"18",3,4,3.5,10
"18",2.6111111111,3,3,10
"18",2.8333333333,3,2.6666666667,14
"18",2.1111111111,2.875,3.4545454545,11
"18",2,2.625,2.9090909091,11
"19",2.2222222222,2.75,2.3636363636,12
"19",2.4444444444,4,3.6363636364,12
"19",3.1666666667,3.625,3.7272727273,12
"19",2.8333333333,3.25,2.9090909091,11
"19",3.1666666667,4,4,14
"19",3.3888888889,4,3.3333333333,10
"19",2.3888888889,3.625,3.3636363636,12
"19",2.3888888889,3.625,3.4545454545,12
"19",3.2222222222,4,3,13
"19",3.8333333333,4,3.6666666667,10
"19",1.6666666667,3.5,3,11
"19",2.8888888889,4,2.8333333333,13
"19",3.8333333333,3.5,3.5454545455,11
"19",3.1111111111,3.75,3.4545454545,11
"19",2.3888888889,2.75,2.6363636364,11
"19",3.3888888889,3,4.2727272727,14
"19",2.1666666667,3.625,3.4545454545,11
"19",1.9444444444,1,2.3636363636,11
"19",2.8888888889,4,4,10
"19",2.1666666667,3.625,3,10
"19",2.1111111111,3.25,2.7272727273,12
"19",2.5,2.5,1.7272727273,12
"19",0.6666666667,2.75,3.1818181818,13
"19",3.4444444444,2.5,3.1666666667,12
"19",2.9444444444,3.625,3.0909090909,12
"19",4.0555555556,2.875,3,12
"19",4.3333333333,4.125,3.8181818182,12
"19",3.5555555556,2.125,3.0909090909,10
"19",2.2777777778,1,2.3333333333,12
"19",2.6111111111,1,3.8333333333,12
"19",2.1111111111,2.875,3.3636363636,10
"19",1.2777777778,1.75,2.7272727273,13
"19",3.0555555556,3.5,2.8181818182,11
"19",2.4444444444,3.625,3.5454545455,12
"19",2.3888888889,2.875,2.9090909091,12
"19",3.6666666667,3.5,2.9090909091,12
"19",3.6666666667,3.875,3.6363636364,10
"19",3.6666666667,3.125,3.8181818182,12
"19",2.5555555556,4,2.5,12
"19",1.8888888889,3.875,3.3636363636,11
"19",3.2222222222,2,3.5,11
"19",3.1111111111,1,1.6363636364,14
"20",2.6111111111,2,3.1818181818,12
"20",3.7222222222,2.75,3.5454545455,12
"20",2.5555555556,3.375,2.2727272727,13
"20",3.9444444444,3.25,3.2727272727,10
"20",3.0555555556,3.375,2.6363636364,14
"20",3.0555555556,2.375,1.4545454545,9
"20",4.6111111111,3.375,2.8181818182,12
"20",2.6666666667,2.25,2.8181818182,12
"20",2.8333333333,3.625,2.9090909091,8
"20",1.1111111111,3.25,2.2727272727,13
"20",2.6111111111,3,3.2727272727,13
"20",3.2777777778,3.75,1.7272727273,12
"20",2.3888888889,3.375,1.7272727273,12
"20",2.5,3,2.8333333333,11
"20",3.0555555556,4.5,1.9090909091,12
"20",3.0555555556,4,3.8181818182,12
"20",1.7647058824,3.25,2.3,12
"20",3.6666666667,2.4285714286,2.4545454545,10
"20",2,2,2.2727272727,9
"20",2.1176470588,3.5,3.0909090909,12
"20",4.4444444444,3.25,3.4545454545,12
"20",2.5,3,1.8333333333,12
"20",1.7222222222,3.25,2.0909090909,12
"20",1.4444444444,2.5,2.1818181818,12
"20",3.1666666667,3.75,1.8181818182,12
"20",3.0555555556,3.875,1.9090909091,13
"20",3.0555555556,2,3.6666666667,14
"20",2.1666666667,2.75,2.7272727273,13
"20",2.7222222222,2.5,2,12
"20",1.8333333333,3.75,2.6363636364,12
"20",1.9444444444,1.75,1.6363636364,18
"20",2.5,3.75,2.2727272727,12
"20",1.6111111111,4,2.8181818182,12
"20",2.1666666667,3,3,10
"20",0.5,3.125,1.1818181818,16
"20",3.1111111111,3.5,3.0909090909,12
"20",1.7222222222,2.875,3.1818181818,12
"20",2.1111111111,2.375,2,14
"20",2.5555555556,3.625,2.7272727273,12
"20",4.1666666667,4,3.4545454545,12
"20",2.9444444444,4,2.6363636364,12
"20",2,3.25,1.9090909091,12
"20",1.8888888889,3.5,3.3333333333,12
"20",2.4444444444,2.375,1.7272727273,12
"20",2.7777777778,1.25,3.0909090909,11
"20",3.3888888889,3,2.1818181818,13
"20",2.1666666667,2.125,2.2727272727,12
"20",2.5555555556,3.5,2,12
"20",2.1666666667,2,2.5,12
"20",3,1.5,2,12
"20",2.9444444444,3.125,3.1818181818,10
"20",4,3.5,3.7272727273,12
"20",2.9444444444,3.625,1.6363636364,12
"20",3.6666666667,4.75,2.5454545455,12
"20",3.1666666667,2.625,1.5454545455,13
"20",1.8888888889,2.75,2.3636363636,12
"20",3.8333333333,2.5,2.2727272727,12
"20",1.5,3.75,2,12
"20",2.3888888889,3,1,12
"20",3.0555555556,3.125,3.0909090909,12
"20",2.7222222222,2.75,2.8181818182,10
"20",2.1666666667,1,2,11
"20",2.2777777778,2,2.7272727273,12
"20",2.0555555556,2.5,2.3636363636,12
"21",2,3.625,3.4545454545,12
"21",2,4.25,3.3636363636,12
"21",2.3333333333,3.625,3.5454545455,11
"21",4.5,2.375,2.9090909091,12
"21",2,3.5,2,11
"21",4,2.625,3.0909090909,11
"21",3.3888888889,2.25,2.8181818182,9
"21",3.5,3.25,3,12
"21",2.8888888889,2.5,3.2727272727,12
"21",0.7222222222,1.25,2.0909090909,13
"21",1.5555555556,1.875,1.8181818182,12
"21",0.9444444444,2.25,3.5454545455,11
"21",3.7777777778,3.4285714286,3.6363636364,11
"21",3.1111111111,3.5,3,12
"21",2.5555555556,3.125,3.5454545455,12
"21",1.0555555556,3.625,2.4545454545,12
"21",1.6111111111,2.5,2.3636363636,12
"21",2.5,3.625,3.9090909091,12
"21",2.6666666667,2,3.3333333333,14
"21",3.4444444444,3.125,3.3636363636,11
"21",2.3333333333,3.75,2.9090909091,12
"21",0.3333333333,2.375,2.0909090909,8
"21",0.6111111111,2,2.5454545455,12
"21",2.3333333333,3.625,2.1818181818,12
"21",4.3333333333,4.5,2.9090909091,12
"21",3.9411764706,1,3.3333333333,11
"21",4.1111111111,2.5,3.6666666667,11
"21",4,2.75,2.8181818182,9
"21",0.2777777778,2.625,1.1818181818,24
"21",3.6111111111,4.5,4.2727272727,24
"21",3.3888888889,3.75,3.3636363636,10
"21",3.8888888889,1.5,3.3333333333,12
"21",2.4444444444,3.375,4,12
"21",1.2777777778,2,2.5454545455,12
"21",1.6666666667,3.75,3.9,12
"21",2.5,4.25,3.9090909091,12
"21",3.3888888889,2.75,3.1818181818,12
"21",0.1666666667,3.125,1.6363636364,14
"21",1.5555555556,2.7142857143,2.6363636364,14
"21",2.8888888889,3.5,3,12
"21",3.4444444444,4.125,3.8181818182,12
"21",2.7777777778,3.75,3.8181818182,12
"21",0.8888888889,1.75,1,24
"21",1.3888888889,2.5,1.1818181818,13
"21",1.5,2.5,1.4545454545,13
"21",3.6666666667,2.625,3,8
"21",3.2222222222,2.5714285714,3.2727272727,12
"21",3.9444444444,5,4,12
"21",2.2222222222,3.375,3.1818181818,12
"21",3.2222222222,4,3.6666666667,13
"21",4,3,2.5454545455,12
"21",1.5,3.125,2.4545454545,12
"21",0.8333333333,2.625,1.7272727273,2
"21",2.5,2.625,2.5,12
"21",2.7222222222,3.375,2.9090909091,12
"21",2.3333333333,3.875,3.4545454545,12
"21",1.6666666667,2,2.2727272727,12
"21",2.5555555556,4.125,3.1818181818,12
